ActorId,obs_date,n_events_Sum_12M,AvgTone_Avg_12M,AvgTone_Max_12M,AvgTone_Min_12M,NumMentions_Sum_12M,NumMentions_Avg_12M,NumSources_Sum_12M,NumSources_Avg_12M,GoldsteinScale_Avg_12M,GoldsteinScale_Max_12M,GoldsteinScale_Min_12M
GRCREL_GREECE,12/31/2015,9,1.777567248,6.906858534,-1.895734597,23,2,19,2,2.455555,4,0
GRCREL_GREEK,12/31/2015,2,1.851851852,1.851851852,1.851851852,16,8,2,1,1,1,1
GRCSET_GREEK,12/31/2015,1,-2.56147541,-2.56147541,-2.56147541,3,3,1,1,-4,-4,-4
GRD_GRENADA,12/31/2015,24,1.123270652,4.901960784,-8.100147275,99,4,38,1,2.541666,7,-5
GRD_GRENADIAN,12/31/2015,3,4.8403009,4.901960784,4.716981132,5,1,3,1,0,0,0
GRD_GRENADINES,12/31/2015,2,-1.942857143,-1.942857143,-1.942857143,4,2,2,1,2.35,2.8,1.9
GRDGOV_DANIEL WILLIAMS,12/31/2015,3,-2.764069821,-2.761341223,-2.766798419,8,2,4,1,0.266666,0.4,0
GRDGOVMED_BRIAN MC,12/31/2015,14,-0.973897583,2.062706271,-4.80620155,90,6,29,2,1.592857,8.3,-4
GRN_GUARANI,12/31/2015,1,-1.016949153,-1.016949153,-1.016949153,3,3,1,1,1.9,1.9,1.9
GTM_FUEGO,12/31/2015,6,1.673799908,2.830188679,-0.638977636,26,4,6,1,3.9,7,1.9
GTM_GUATEMALA,12/31/2015,68,-1.723137516,4.373177843,-13.3407192,312,4,92,1,-1.261764,7,-10
GTM_GUATEMALAN,12/31/2015,8,-3.718390316,0.577367206,-6.204379562,29,3,8,1,-1.6375,1.9,-5
GTMBUS_GUATEMALA,12/31/2015,1,1.97740113,1.97740113,1.97740113,10,10,1,1,6,6,6
GTMCRM_GUATEMALA,12/31/2015,1,-4.026845638,-4.026845638,-4.026845638,2,2,1,1,-10,-10,-10
GTMCVL_GUATEMALA,12/31/2015,1,-7.046070461,-7.046070461,-7.046070461,1,1,1,1,-10,-10,-10
GTMELI_GUATEMALA,12/31/2015,1,-0.318471338,-0.318471338,-0.318471338,2,2,1,1,-10,-10,-10
GTMGOV_GUATEMALA,12/31/2015,1,-6.204379562,-6.204379562,-6.204379562,4,4,1,1,-5,-5,-5
GTMGOV_GUATEMALAN,12/31/2015,1,-6.204379562,-6.204379562,-6.204379562,3,3,1,1,-5,-5,-5
GTMJUD_GUATEMALA,12/31/2015,3,-10.84204658,-10.75398783,-10.88607595,14,4,5,1,-0.666666,0,-2
GUJ_GUJARATI,12/31/2015,3,4.254595024,7.5,1.764705882,18,6,3,1,0.333333,7,-10
GUN_GUAN,12/31/2015,3,-0.959946232,0.794701987,-1.837270341,7,2,3,1,1,3,0
GUY_GEORGETOWN,12/31/2015,42,1.788538649,5.730659026,-4.194260486,400,9,51,1,1.423809,7.4,-9.5
GUY_GUYANA,12/31/2015,19,-0.31463428,5.405405405,-5.650899958,75,3,19,1,2.747368,8,-2
GUY_GUYANESE,12/31/2015,2,-3.203509126,-1.815181518,-4.591836735,9,4,2,1,-5,0,-10
GUY_STABROEK,12/31/2015,7,-2.092621834,2.063273728,-7.754010695,46,6,7,1,1.485714,7.4,-5
GUYCOP_GUYANA,12/31/2015,1,-4.591836735,-4.591836735,-4.591836735,3,3,1,1,-10,-10,-10
GUYEDU_GEORGETOWN,12/31/2015,25,0.529375687,5.151515152,-4.194260486,120,4,25,1,1.184,3.4,-7
GUYGOV_GEORGETOWN,12/31/2015,2,3.172946563,3.373493976,2.972399151,10,5,2,1,-5,-5,-5
GUYGOV_GUYANA,12/31/2015,1,1.307189542,1.307189542,1.307189542,10,10,1,1,6,6,6
HAR_HARARI,12/31/2015,8,-0.213622609,2.220680083,-4.402515723,30,3,8,1,3.1125,7.4,-2
HAW_HAWAIIAN,12/31/2015,17,1.32023863,6.206896552,-6.21761658,51,3,19,1,-1.652941,6,-10
HAWGOV_HAWAIIAN,12/31/2015,1,0.165837479,0.165837479,0.165837479,8,8,1,1,4,4,4
HAZ_HAZARA,12/31/2015,2,-3.96039604,-3.96039604,-3.96039604,4,2,2,1,-6.5,-6.5,-6.5
HER_HERERO,12/31/2015,2,-2.413915513,-2.413915513,-2.413915513,2,1,2,1,2.35,2.8,1.9
HIN_HINDU,12/31/2015,197,-0.834909026,6.962025316,-11.24497992,2828,14,228,1,-0.039593,7.4,-10
HIN_HINDU PRIEST,12/31/2015,1,-8.181818182,-8.181818182,-8.181818182,5,5,1,1,-10,-10,-10
HIN_HINDUISM,12/31/2015,7,-2.035685095,2.956465237,-10.24706359,45,6,9,1,-5.228571,3.4,-10
HIN_SADHU,12/31/2015,6,7.156236237,11.63793103,0.641025641,32,5,6,1,1.35,3.4,0
HIN105_RASHTRIYA SWAYAMSEVAK SANGH,12/31/2015,1,-3.072033898,-3.072033898,-3.072033898,3,3,1,1,10,10,10
HINAST700_YOGA,12/31/2015,116,2.055313208,6.21761658,-7.142857143,762,6,124,1,0.610344,8.3,-10
HINCVL_HINDU,12/31/2015,2,0.316455696,0.316455696,0.316455696,4,2,2,1,2.35,2.8,1.9
HINDEN112_KULA,12/31/2015,2,0.618238022,0.618238022,0.618238022,20,10,2,1,2.5,7,-2
HINDEN114_SIDDHA YOGA,12/31/2015,16,0.793650794,0.793650794,0.793650794,40,2,16,1,2.05,2.8,0.4
HINDEN311_RAMAKRISHNA MISSION,12/31/2015,1,1.129835312,1.129835312,1.129835312,2,2,1,1,5,5,5
HINDEN412_HARE KRISHNAS,12/31/2015,2,1.605504587,1.605504587,1.605504587,5,2,2,1,3.4,3.4,3.4
HINDEN412_INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,12/31/2015,5,-8.998650472,-8.502024291,-9.122807018,21,4,5,1,-5.06,2.8,-10
HINGOV_HINDU,12/31/2015,2,-4.081632653,-4.081632653,-4.081632653,10,5,2,1,-10,-10,-10
HINHLH_HINDU,12/31/2015,2,-0.662251656,-0.662251656,-0.662251656,10,5,2,1,1.9,1.9,1.9
HINJUD_HINDU,12/31/2015,1,-1.573426573,-1.573426573,-1.573426573,3,3,1,1,-10,-10,-10
HINRAD_HINDU,12/31/2015,2,-4.459308807,-4.459308807,-4.459308807,4,2,2,1,3.4,3.4,3.4
HINRAD_VISHWA HINDU PARISHAD,12/31/2015,2,-2.093023256,-2.093023256,-2.093023256,10,5,2,1,-6.5,-6.5,-6.5
HLH_CAREGIVER,12/31/2015,36,-0.425960934,6.172839506,-5.052083333,1002,27,316,8,2.322222,7.4,-7
HLH_CASEWORKER,12/31/2015,1,-2.063789869,-2.063789869,-2.063789869,10,10,1,1,10,10,10
HLH_DOCTOR,12/31/2015,1735,-1.677992606,10.71428571,-15.38461538,21787,12,3737,2,0.889567,10,-10
HLH_GENERAL PRACTITIONER,12/31/2015,3,0.147277213,2.545454545,-1.176470588,20,6,3,1,1.466666,3.4,0
HLH_HEALTH CARE PROVIDER,12/31/2015,19,0.029389674,1.795665635,-2.102102102,155,8,25,1,-0.38421,7,-4
HLH_HEALTH FACILITY,12/31/2015,2,-2.097614787,-1.798704037,-2.396525536,98,49,6,3,-1,0,-2
HLH_HEALTH PROFESSIONAL,12/31/2015,29,-1.700281618,5.614973262,-6.777316736,1321,45,140,4,0.941379,6,-5
HLH_HOSPITAL,12/31/2015,3065,-2.172600245,9.661835749,-18.33333333,39016,12,6548,2,0.465285,10,-10
HLH_INFIRMARY,12/31/2015,9,-2.393580154,1.833463576,-9.68512141,138,15,33,3,0.288888,4.5,-5
HLH_MEDICAL ASSOCIATION,12/31/2015,8,-6.807220937,0.787401575,-10.63829787,27,3,10,1,0,6,-9
HLH_MEDICAL INSTITUTION,12/31/2015,4,-1.115322234,-0.907029478,-1.52173913,29,7,4,1,2.25,7.4,-0.4
HLH_MEDICAL SPECIALIST,12/31/2015,19,-2.650779191,1.795665635,-7.894736842,162,8,21,1,-0.994736,6,-6.5
HLH_MEDICO,12/31/2015,9,-0.881982666,2.673410405,-3.543307087,79,8,17,1,3.788888,7.4,-0.4
HLH_MENTAL INSTITUTION,12/31/2015,3,-3.549044952,0.727272727,-5.687203791,7,2,3,1,-1,7,-5
HLH_MIDWIFE,12/31/2015,43,-1.552951164,3.097345133,-5.662267344,661,15,108,2,2.993023,7.4,-5
HLH_NANNY,12/31/2015,16,-0.545750967,2.864363943,-7.835820896,90,5,16,1,0.6125,5,-10
HLH_NURSE,12/31/2015,335,-1.887258807,10.68181818,-17.56756757,2586,7,456,1,-1.420298,8.3,-10
HLH_PHARMACEUTICAL FIRM,12/31/2015,1,0.289017341,0.289017341,0.289017341,10,10,1,1,5,5,5
HLH_PHYSICIAN,12/31/2015,162,-0.188477208,5.967271211,-8.146566258,1235,7,209,1,0.858024,7.4,-10
HLH_REGISTERED NURSE,12/31/2015,4,4.623519647,6.103286385,0.911161731,12,3,4,1,0.875,4.5,-7
HLH_SANATORIUM,12/31/2015,37,-0.337791312,1.448342453,-3.950617284,214,5,40,1,1.764864,7,-6.5
HLH_SANITARIUM,12/31/2015,5,-1.940840611,-1.412776413,-2.898550725,29,5,5,1,2.92,4,1.9
HLH_SOCIAL WORKER,12/31/2015,70,-1.017173079,4.19670867,-9.267396192,1552,22,322,4,1.455714,10,-9.5
HLH_SURGEON,12/31/2015,259,-2.336011898,7.27249825,-12.23021583,2204,8,423,1,0.373359,10,-10
HLH_TRAINED NURSE,12/31/2015,3,-3.10372092,-3.090234858,-3.117206983,20,6,4,1,2.5,2.8,1.9
HLH_WELFARE WORKER,12/31/2015,8,1.715921483,1.717557252,1.714285714,19,2,8,1,2.35,2.8,1.9
HLHBUS_HOSPITAL,12/31/2015,3,1.619293712,4.651162791,-4.444444444,40,13,4,1,6.333333,7,5
HLHCOP_HOSPITAL,12/31/2015,1,-7.186397177,-7.186397177,-7.186397177,5,5,1,1,-9.2,-9.2,-9.2
HLHCVL_HOSPITAL,12/31/2015,4,2.69541779,2.69541779,2.69541779,40,10,4,1,2.35,2.8,1.9
HLHEDU_HOSPITAL,12/31/2015,7,-2.193694002,3.667481663,-7.841594545,53,7,10,1,1.842857,7,-4
HLHELI_HOSPITAL,12/31/2015,2,-6.335889707,-5.945945946,-6.725833468,30,15,3,1,-5,-5,-5
HLHELI_NURSE,12/31/2015,1,-10.87013601,-10.87013601,-10.87013601,20,20,2,2,-10,-10,-10
HLHGOV_HOSPITAL,12/31/2015,16,-3.452317349,4.27184466,-6.849000692,1082,67,185,11,4.54375,7,0
HLHHLH_DOCTOR,12/31/2015,4,-2.977287153,-0.900225056,-4.772047685,20,5,8,2,-3.55,3,-10
HLHHLH_HOSPITAL,12/31/2015,14,-2.61594754,2.887139108,-6.989247312,62,4,14,1,-1.378571,5,-9
HLHHLH_NURSE,12/31/2015,2,-4.332320575,2.284263959,-10.94890511,11,5,2,1,-3,4,-10
HLHJUD_HOSPITAL,12/31/2015,1,-4.047217538,-4.047217538,-4.047217538,10,10,1,1,0,0,0
HLHLAB_DOCTOR,12/31/2015,2,0.449301761,1.639344262,-0.740740741,30,15,3,1,-2.65,-0.3,-5
HLHLAB_HOSPITAL,12/31/2015,4,-1.154964714,1.570680628,-3.228621291,40,10,4,1,0.5,1,0
HLHLEG_HOSPITAL,12/31/2015,1,-0.427350427,-0.427350427,-0.427350427,10,10,1,1,0,0,0
HLHLEG_NURSE,12/31/2015,2,-1.709401709,-1.709401709,-1.709401709,4,2,2,1,4,4,4
HLHMED_HOSPITAL,12/31/2015,7,-3.113249817,1.581027668,-8.163265306,13,1,7,1,1.828571,7,-0.4
HLHMIL_HOSPITAL,12/31/2015,2,-3.816199377,-3.816199377,-3.816199377,10,5,2,1,2.35,2.8,1.9
HLHMIL_SURGEON,12/31/2015,1,1.379310345,1.379310345,1.379310345,5,5,1,1,-9.5,-9.5,-9.5
HMNCVL_HMONG,12/31/2015,2,-0.997957524,-0.943473772,-1.052441276,60,30,8,4,1.9,1.9,1.9
HND_HONDURAN,12/31/2015,1,0.943858397,0.943858397,0.943858397,8,8,2,2,3.4,3.4,3.4
HND_HONDURAS,12/31/2015,52,-3.067539892,3.084415584,-8.293269231,165,3,52,1,3.41923,8,-10
HND_TEGUCIGALPA,12/31/2015,3,-2.180685358,-2.180685358,-2.180685358,5,1,3,1,1,1,1
HNDEDU_HONDURAS,12/31/2015,2,-1.257253385,-1.257253385,-1.257253385,2,1,2,1,0,0,0
HNDGOV_HONDURAS,12/31/2015,6,-0.316340694,1.123595506,-6.534653465,23,3,6,1,4.8,6,2.8
HNDMED_HONDURAS,12/31/2015,2,-10.8,-10.8,-10.8,10,5,2,1,-10,-10,-10
HNDREL_TEGUCIGALPA,12/31/2015,6,-0.346921075,-0.346921075,-0.346921075,6,1,6,1,2.566666,3,1.9
HNI_HANI,12/31/2015,4,-2.150072613,2.339001328,-9.85915493,37,9,5,1,1.5,3,-0.4
HNICVL_HANI,12/31/2015,2,-8.333333333,-8.333333333,-8.333333333,16,8,2,1,-5,-5,-5
HRI_CENTER FOR HUMAN RIGHTS,12/31/2015,3,-3.692969917,1.363636364,-6.267409471,9,3,3,1,1,3,0
HRI_CENTRE FOR HUMAN RIGHTS,12/31/2015,4,-0.538317134,2.197802198,-2.611940299,21,5,4,1,-1,0,-4
HRI_HUMAN RIGHTS SOCIETY,12/31/2015,1,1.011122346,1.011122346,1.011122346,10,10,1,1,0,0,0
HRI_RIGHTS ACTIVIST,12/31/2015,112,-3.697925393,7.142857143,-14.17314599,2871,25,367,3,-2.466964,5,-10
HRI_RIGHTS GROUP,12/31/2015,196,-5.014301203,5.859375,-13.75207547,3634,18,492,2,-0.013265,7.4,-10
HRV_CROAT,12/31/2015,40,-2.33360063,0.543478261,-9.826589595,183,4,75,1,2.235,10,-10
HRV_CROATIA,12/31/2015,913,-0.75910344,8.125,-10.19607843,7080,7,2062,2,1.379079,10,-10
HRV_CROATIAN,12/31/2015,225,-1.316605808,6.281407035,-10.01430615,2161,9,327,1,0.746666,8,-10
HRV_DUBROVNIK,12/31/2015,48,2.031670297,7.36196319,-5.039525692,593,12,98,2,2.295833,8,-10
HRV_RAGUSA,12/31/2015,98,-3.618681113,5.160662123,-10.42780749,661,6,128,1,2.091836,7.4,-6.5
HRV_REPUBLIC OF CROATIA,12/31/2015,6,-3.242405776,-2.109704641,-6.426735219,12,2,6,1,-3,7,-5
HRV_ZAGREB,12/31/2015,54,0.121111985,5.882352941,-11.26760563,349,6,64,1,1.516666,7,-9.5
HRVBUS_CROATIA,12/31/2015,1,-0.751879699,-0.751879699,-0.751879699,6,6,1,1,0,0,0
HRVCHR_DUBROVNIK,12/31/2015,1,2.909026798,2.909026798,2.909026798,2,2,1,1,3.4,3.4,3.4
HRVCOP_CROATIA,12/31/2015,1,-7.489268812,-7.489268812,-7.489268812,26,26,22,22,-9.5,-9.5,-9.5
HRVCOP_CROATIAN,12/31/2015,3,-1.905812348,-1.225490196,-2.733705089,9,3,5,1,1.266666,1.9,0
HRVCOP_RAGUSA,12/31/2015,15,-6.646341289,-3.676470588,-10.42780749,491,32,130,8,-0.746666,2.8,-5
HRVCVL_CROATIA,12/31/2015,2,-0.515463918,-0.515463918,-0.515463918,2,1,2,1,4,4,4
HRVCVL_CROATIAN,12/31/2015,5,0.617811046,2.425702961,-6.613756614,42,8,5,1,-7.8,1,-10
HRVGOV_CROATIA,12/31/2015,51,-3.24568394,3.333333333,-9.976798144,1187,23,595,11,1.449019,4,-9
HRVGOV_CROATIAN,12/31/2015,21,-1.604266437,5.586592179,-7.641921397,162,7,31,1,1.371428,7,-5
HRVGOV_IVO SANADER,12/31/2015,1,1.305483029,1.305483029,1.305483029,6,6,1,1,6,6,6
HRVGOV_KOLINDA GRABAR KITAROVIC,12/31/2015,15,0.522823737,8.309455587,-9.459459459,163,10,27,1,2.306666,7,0
HRVGOV_NEVEN MIMICA,12/31/2015,5,1.351351351,1.351351351,1.351351351,21,4,5,1,2.8,7,-2
HRVGOV_TOMISLAV KARAMARKO,12/31/2015,1,2.321083172,2.321083172,2.321083172,5,5,1,1,4,4,4
HRVGOV_ZAGREB,12/31/2015,4,-3.104216117,-2.406487052,-3.801945181,24,6,4,1,7,7,7
HRVGOVMIL_CROATIA,12/31/2015,2,-6.789209599,-6.777544425,-6.800874773,8,4,4,2,3,3,3
HRVHLH_RAGUSA,12/31/2015,8,0.17071973,1.705362557,-2.56474847,220,27,14,1,2.35,2.8,1.9
HRVLEG_CROATIA,12/31/2015,4,0.790520813,5.376344086,-0.793650794,17,4,4,1,1.6,3.4,1
HRVLEG_CROATIAN,12/31/2015,1,-0.626959248,-0.626959248,-0.626959248,2,2,1,1,3.4,3.4,3.4
HRVMED_CROATIA,12/31/2015,2,-1.576789992,-0.692041522,-2.461538462,6,3,2,1,0.95,1.9,0
HRVMED_ZAGREB,12/31/2015,3,0.357142857,0.357142857,0.357142857,10,3,3,1,0.4,0.4,0.4
HRVMIL_CROATIA,12/31/2015,4,-1.780181478,0,-6.029929248,18,4,11,2,0.175,2.8,-5
HRVMIL_CROATIAN,12/31/2015,2,-10.41666667,-10.41666667,-10.41666667,14,7,2,1,5.1,7.4,2.8
HRVPTY_CROATIA,12/31/2015,1,-3.190376569,-3.190376569,-3.190376569,1,1,1,1,-2,-2,-2
HRVREF_CROATIA,12/31/2015,6,-2.933031236,-2.195121951,-4.47761194,70,11,13,2,4,4,4
HTI_HAITI,12/31/2015,96,0.882147331,7.142857143,-11.37440758,1048,10,349,3,2.114583,8.5,-10
HTI_HAITIAN,12/31/2015,13,-0.785757584,3.644646925,-5.930318755,36,2,13,1,2.184615,7,-5
HTI_PORT AU PRINCE,12/31/2015,5,1.226548929,5.113636364,0.25477707,9,1,5,1,6.16,7,2.8
HTICVL_HAITIAN,12/31/2015,2,-1.759324419,-1.759324419,-1.759324419,5,2,2,1,3.4,3.4,3.4
HTIGOV_HAITI,12/31/2015,3,1.676487093,5.113636364,-2.272727273,5,1,3,1,2.466666,3.4,1
HUN_BUDAPEST,12/31/2015,575,-1.318003244,8.695128199,-16.66666667,5502,9,1466,2,2.021913,10,-10
HUN_HUNGARIAN,12/31/2015,749,-2.019847207,7.792207792,-13.89728097,5872,7,1424,1,0.917623,10,-10
HUN_HUNGARY,12/31/2015,4336,-2.569441151,8.75331565,-16.51376147,46275,10,11579,2,1.816766,10,-10
HUN_LAKE BALATON,12/31/2015,1,3.184713376,3.184713376,3.184713376,14,14,1,1,1.9,1.9,1.9
HUNBUS_BUDAPEST,12/31/2015,4,0.231910946,1.948051948,-1.020408163,30,7,4,1,-0.25,6.4,-4.4
HUNBUS_HUNGARIAN,12/31/2015,2,2.408771069,3.492063492,1.325478645,8,4,2,1,-0.05,1.9,-2
HUNBUS_HUNGARY,12/31/2015,4,2.037894843,2.43902439,1.325478645,9,2,4,1,-4.1,-2,-5
HUNCHRCTH_HUNGARIAN,12/31/2015,1,-3.92,-3.92,-3.92,3,3,1,1,-4,-4,-4
HUNCOP_HUNGARIAN,12/31/2015,17,-8.163281315,-3.658536585,-9.662612491,135,7,22,1,-4.688235,7.4,-10
HUNCOP_HUNGARY,12/31/2015,39,-5.298901709,0.735294118,-9.546539379,734,18,169,4,-4.115384,4,-10
HUNCRM_BUDAPEST,12/31/2015,3,-9.17408595,-6.728425158,-13.89728097,4,1,3,1,-5,-5,-5
HUNCRM_HUNGARY,12/31/2015,2,0.959020163,1.267281106,0.650759219,3,1,2,1,0.95,1.9,0
HUNCVL_BUDAPEST,12/31/2015,1,-0.181488203,-0.181488203,-0.181488203,6,6,1,1,4,4,4
HUNCVL_HUNGARIAN,12/31/2015,3,0.06938134,1.425178147,-1.902748414,14,4,3,1,-0.333333,3,-5
HUNCVL_HUNGARY,12/31/2015,9,-1.143665537,3.802281369,-8.194233687,14,1,10,1,-0.066666,3,-5
HUNEDU_BUDAPEST,12/31/2015,3,-3.871078686,-3.724604966,-3.944315545,3,1,3,1,-4,-4,-4
HUNEDU_HUNGARIAN,12/31/2015,4,3.117485955,5.12796084,1.10701107,38,9,10,2,6,8,4
HUNEDU_HUNGARY,12/31/2015,3,4.094316235,5.12796084,2.027027027,20,6,9,3,4,4,4
HUNELI_VIKTOR ORBAN,12/31/2015,19,-2.965947804,3.384615385,-8.536585366,793,41,145,7,-0.347368,3.4,-4.4
HUNELIGOV_VIKTOR ORBAN,12/31/2015,30,-3.505721264,4.237288136,-10.6557377,303,10,54,1,0.35,6.4,-9.5
HUNGOV_BUDAPEST,12/31/2015,4,-5.051528567,-0.626959248,-8.101265823,19,4,4,1,1.3,5.2,0
HUNGOV_HUNGARIAN,12/31/2015,95,-2.482383376,4.664179104,-11.28440166,1627,17,256,2,1.110526,10,-9.5
HUNGOV_HUNGARY,12/31/2015,196,-3.552947912,4.664179104,-10.23137194,1433,7,337,1,0.578061,10,-10
HUNGOV_TIBOR NAVRACSICS,12/31/2015,6,4.817471704,5.040650407,4.705882353,74,12,6,1,3.566666,8,0.4
HUNGOVBUS_HUNGARIAN,12/31/2015,2,-1.579302409,-0.626959248,-2.53164557,6,3,2,1,3.5,7,0
HUNGOVBUS_HUNGARY,12/31/2015,6,-0.807455787,3.594809633,-4.6692607,35,5,8,1,-0.2,3.4,-4.4
HUNGOVMIL_CSABA HENDE,12/31/2015,8,-0.895549475,2.477477477,-1.377410468,26,3,8,1,2.2375,2.8,1
HUNGOVMIL_HUNGARIAN,12/31/2015,1,-0.686695279,-0.686695279,-0.686695279,30,30,1,1,3.4,3.4,3.4
HUNGOVMIL_HUNGARY,12/31/2015,1,-1.479915433,-1.479915433,-1.479915433,8,8,1,1,3.4,3.4,3.4
HUNHLH_BUDAPEST,12/31/2015,3,2.410305547,2.97029703,1.290322581,25,8,3,1,4,4,4
HUNJUD_HUNGARIAN,12/31/2015,2,-9.198549132,-1.730431597,-16.66666667,28,14,2,1,-5,-5,-5
HUNJUD_HUNGARY,12/31/2015,5,-6.710054037,-6.389776358,-6.790123457,48,9,5,1,-8,-5,-10
HUNLEG_BUDAPEST,12/31/2015,8,-2.837035302,2.881619938,-8.588648875,138,17,18,2,0.0875,3,-6.5
HUNLEG_HUNGARIAN,12/31/2015,9,2.989185203,4.21686747,1.425178147,48,5,9,1,1.377777,2.8,0
HUNLEG_HUNGARY,12/31/2015,6,1.287296471,2.027027027,0.917431193,16,2,6,1,3.45,4,1.9
HUNMED_HUNGARY,12/31/2015,3,0.473361349,1.45631068,-1.492537313,6,2,3,1,-0.4,0.4,-2
HUNMIL_HUNGARIAN,12/31/2015,12,-0.862190827,4.938271605,-6.66668831,461,38,76,6,-1.783333,8.3,-9.5
HUNMIL_HUNGARY,12/31/2015,15,-0.651874098,2.918287938,-3.173164098,387,25,126,8,2.38,8.3,-5
HUNMOS_HUNGARIAN,12/31/2015,5,2.181818182,2.181818182,2.181818182,5,1,5,1,1.48,2.8,-2
HUNPTY_BUDAPEST,12/31/2015,2,-9.460100257,-8.26446281,-10.6557377,30,15,2,1,0.4,0.4,0.4
HUNPTY_HUNGARIAN,12/31/2015,1,-0.538599641,-0.538599641,-0.538599641,6,6,1,1,4,4,4
HUNPTY_HUNGARY,12/31/2015,2,3.229271335,4.081632653,2.376910017,6,3,2,1,-0.5,1,-2
HUNREF_HUNGARIAN,12/31/2015,2,-2.584375154,0.564971751,-5.73372206,30,15,2,1,5.2,7,3.4
HUNREF_HUNGARY,12/31/2015,7,-5.175623814,-4.790940767,-5.73372206,26,3,7,1,6.828571,8.5,3.4
HUT_HUTU,12/31/2015,12,-4.224000996,-2.389937107,-5.47117173,73,6,12,1,-7.083333,5,-10
HUTEDU_HUTU,12/31/2015,2,-5.341587517,-5.272727273,-5.410447761,12,6,2,1,-9,-9,-9
HUTRAD_HUTU,12/31/2015,1,-5.401844532,-5.401844532,-5.401844532,6,6,3,3,-10,-10,-10
HUTREB_HUTU,12/31/2015,2,-4.611330698,-4.611330698,-4.611330698,10,5,2,1,-10,-10,-10
IBA_IBAN,12/31/2015,8,-1.682152732,1.937984496,-5.956112853,31,3,8,1,1.5625,7,-7
IBO_IGBO,12/31/2015,13,-2.003681925,2.561756633,-5.413105413,100,7,22,1,0.153846,3.4,-4.4
IDG_INDIGENOUS,12/31/2015,130,0.683971034,6.545454545,-6.730769231,2589,19,570,4,2.43,10,-10
IDGBUS_INDIGENOUS,12/31/2015,4,-1.030927835,-1.030927835,-1.030927835,15,3,4,1,5.2,5.2,5.2
IDGCVL_INDIGENOUS,12/31/2015,6,-4.092456418,-0.982142857,-7.384615385,30,5,6,1,-4.433333,3.4,-10
IDGGOV_INDIGENOUS,12/31/2015,10,-0.840637307,1.156069364,-3.634232122,23,2,10,1,-3.31,7,-10
IDGLEG_INDIGENOUS,12/31/2015,23,0.346945366,0.59084195,-1.337426519,1884,81,41,1,2.291304,2.8,1.9
IDGOPP_INDIGENOUS,12/31/2015,2,-4.752857681,-1.61097852,-7.894736842,11,5,2,1,0.1,5.2,-5
IDN_BALI,12/31/2015,78,0.432949273,6.950672646,-6.644518272,1791,22,546,7,1.555128,7,-5
IDN_BANDUNG,12/31/2015,3,0.065904977,0.336700337,-0.069492703,20,6,3,1,3.666666,4,3
IDN_BANTEN,12/31/2015,1,2.247191011,2.247191011,2.247191011,10,10,1,1,0,0,0
IDN_EAST JAVA,12/31/2015,1,0,0,0,8,8,1,1,0,0,0
IDN_INDONESIA,12/31/2015,452,0.921027227,7.222892524,-11.53846154,2556,5,565,1,1.942699,10,-10
IDN_INDONESIAN,12/31/2015,61,0.511978962,4.573934837,-6.380027739,533,8,150,2,0.119672,7.4,-10
IDN_JAKARTA,12/31/2015,61,0.22761749,3.333333333,-10.43780687,390,6,77,1,1.204918,7,-10
IDN_KALIMANTAN,12/31/2015,9,-0.330558297,1.962403619,-2.314814815,70,7,13,1,1.266666,5.2,-2
IDN_KRAKATOA,12/31/2015,3,-1.801278327,-1.801278327,-1.801278327,22,7,3,1,4,6,0
IDN_MALUKU,12/31/2015,1,-7.171314741,-7.171314741,-7.171314741,1,1,1,1,3.4,3.4,3.4
IDN_MEDAN,12/31/2015,6,2.81882587,4.906204906,-1.355932203,26,4,6,1,2.35,2.8,1.9
IDN_NUSA TENGGARA,12/31/2015,1,1.886792453,1.886792453,1.886792453,8,8,1,1,4,4,4
IDN_PAPUA,12/31/2015,8,-2.287639605,0,-3.141025641,30,3,8,1,2.925,6,0
IDN_RIAU,12/31/2015,2,-4.835258879,-4.835258879,-4.835258879,2,1,2,1,-10,-10,-10
IDN_SUMATRA,12/31/2015,6,-2.319192529,1.146131805,-6.390977444,25,4,7,1,1,7,-2
IDN_SURABAYA,12/31/2015,17,1.608425919,2.637614679,0.826446281,98,5,26,1,0.982352,4,-5
IDN_TIMOR,12/31/2015,1,0.333333333,0.333333333,0.333333333,2,2,1,1,5,5,5
IDN_YOGYAKARTA,12/31/2015,3,-1.190769024,-0.77092511,-2.030456853,26,8,3,1,2.2,2.8,1.9
IDNBUS_INDONESIAN,12/31/2015,1,3.491755577,3.491755577,3.491755577,3,3,1,1,4,4,4
IDNCOP_INDONESIA,12/31/2015,1,-2.046783626,-2.046783626,-2.046783626,2,2,1,1,0,0,0
IDNCOP_INDONESIAN,12/31/2015,1,-4.893350063,-4.893350063,-4.893350063,7,7,1,1,-4.4,-4.4,-4.4
IDNCVL_INDONESIA,12/31/2015,3,2.109929078,2.5,1.329787234,4,1,3,1,-0.2,3.4,-2
IDNGOV_BALI,12/31/2015,2,5.237572995,5.411764706,5.063381285,7,3,4,2,7,7,7
IDNGOV_INDONESIA,12/31/2015,17,0.804904387,5.325443787,-3.174603175,76,4,19,1,1.364705,8,-10
IDNGOV_INDONESIAN,12/31/2015,4,-1.042809043,0.336700337,-3.174603175,38,9,4,1,-6.625,3,-10
